|filename                                                    | depth     | fanout    | filesize  | disk (blk)|
|./lib/.build-id/38/5475b8d1bbdc266666c87f47eeacba78ef1ef7   | 4         | 0         | 22        | 0         |
|./lib/.build-id/38/489ea90c54951903cb9ac9b212de8936e59843   | 4         | 0         | 37        | 0         |
|./lib/.build-id/21                                          | 3         | 1         | NA        | NA        |
|./lib/.build-id/21/abc56b17f856fcfe26ccf953c806448ba757f9   | 4         | 0         | 37        | 0         |
|./lib/.build-id/4b                                          | 3         | 3         | NA        | NA        |
|./lib/.build-id/4b/fc1e49a7cb99334ea1d764e44aa2ccb8e5bfbd   | 4         | 0         | 38        | 0         |
|./lib/.build-id/4b/6edfe8f78540eacfe2f9a3e8a5bf5d8364f58a   | 4         | 0         | 26        | 0         |
|./lib/.build-id/4b/79857f29cd75a0b425c7f553a982ebd2271a1d   | 4         | 0         | 46        | 0         |
|./lib/.build-id/8a                                          | 3         | 2         | NA        | NA        |
|./lib/.build-id/8a/14dd4b22c14fd3c5435f35aae6d4e3eb6cb1c9   | 4         | 0         | 37        | 0         |
|./lib/.build-id/8a/859c02f0e094f4d091007700513b684f44a8eb   | 4         | 0         | 34        | 0         |
|./lib/.build-id/f1                                          | 3         | 2         | NA        | NA        |
|./lib/.build-id/f1/821a726ffecb97168aea1d1bbddeae6be6d86b   | 4         | 0         | 40        | 0         |
|./lib/.build-id/f1/fcffa52164c3cab18bf57beab800f5b7493f26   | 4         | 0         | 39        | 0         |
|./lib/.build-id/4d                                          | 3         | 2         | NA        | NA        |
|./lib/.build-id/4d/a3164ffd3b643b31ecd325b1d2844fb44b7d44   | 4         | 0         | 38        | 0         |
|./lib/.build-id/4d/cba9736b1dbcec517d066ca45a8b782b439f0b   | 4         | 0         | 41        | 0         |
|./lib/.build-id/f2                                          | 3         | 1         | NA        | NA        |
|./lib/.build-id/f2/99afeb5a693051e27c9179b2d12379b6ac9fc3   | 4         | 0         | 34        | 0         |
|./lib/.build-id/09                                          | 3         | 1         | NA        | NA        |
|./lib/.build-id/09/e15807d1cb479140e5cb18149ed5bb465f1e05   | 4         | 0         | 24        | 0         |
|./lib/.build-id/b1                                          | 3         | 1         | NA        | NA        |
|./lib/.build-id/b1/26aa54e2bd35899d51df41dd5c493eb67a8df2   | 4         | 0         | 46        | 0         |
|./lib/.build-id/cf                                          | 3         | 3         | NA        | NA        |
|./lib/.build-id/cf/20747758ca7d9a71f1a8638973d36ea7d26865   | 4         | 0         | 37        | 0         |
|./lib/.build-id/cf/cdd8d870ba9e40557b41297462bf00a379c262   | 4         | 0         | 28        | 0         |
|./lib/.build-id/cf/737047afb063efceac3f901bff79c2ba52573d   | 4         | 0         | 35        | 0         |
|./lib/.build-id/65                                          | 3         | 3         | NA        | NA        |
|./lib/.build-id/65/5a2daff44803eb9d6cc449d750bde1b5b3c796   | 4         | 0         | 25        | 0         |
|./lib/.build-id/65/eb22e3b4d3db75eb5af9821f6efa6b0616ec53   | 4         | 0         | 38        | 0         |
